Crowd Delivery,"Founded: 2015
 Crowd delivery is an on demand delivery network powered by “Heroes”. Customers can enter their shopping list from multiple stores at the same time, such as Coles, Woolies, the local butcher and greengrocer. Then one of these Heroes zips around, picks up your items and deliver them in around 30 mins. The idea is the brainchild of, the founder and CEO, Warwick Cox‘s daughter in 2015 at the age of 4yrs old. The team have plans to expand across Australia in the next 6 months and scale dramatically. Crowd Delivery is on the App Store or Google Play."
GO1,"Founded: 2015
 GO1 is software that allows clients to train their staff and customers. GO1 was founded by Andrew Barnes, Vu Tran, Chris Eigeland and Chris Hood as a way to make it easier for companies to find, book, and complete corporate training. They have seen great success including being accepted in the Y Combinator Summer Program and in 2015 received early investment of more than US$1 million. In December 2016 the group secured a further $4 million in funding allowing them to continue their global expansion. They now operate out of Sydney, Brisbane, KL, Vietnam and San Francisco."
MOVUS,"Founded: 2015
 MOVUS is a provider of Industrial Internet of Things solutions. MOVUS was founded in 2015 by Brad Parsons and Michel Lamarre, to help businesses find ways to optimise the resources they currently manage, by bringing new thinking and innovation. Through improved management, businesses can save money, create greater employee satisfaction, generate less waste, and have a positive impact on the planet. The team have built the FitMachine a full-stack sensor solution designed to capture machine failures in advance using AI. They have received $900,000 in seed investment and $350,000 in State and Federal Grants."
Process PA,"Founded: 2015
 Process PA is cloud-based software that automates association procedures and paperwork, saving committee members from administration time. Founder Matthew Rowan created the platform while learning himself how poorly these processes work for secretaries and committee members across organisations across the country. Matthew and co-founder, Mick Gerrard, joined forces when discovering they both had a keen interest in process driven technology solutions and a very similar approach to working. So far the team have raised $94,000 from investors muru-D and RCL Accelerator."
Travelshoot,"Founded: 2015
 Travelshoot is a service that helps you book with a local photographer while travelling. The platform provides a way to connect travellers with local and professional photographers. The idea came to founder Sarah Pearce when on holidays with her husband and having the fortune of experiencing a professional shoot in NYC. Their break came when they won the “My Shark Tank Australia competition” which announced Travelshoot as Australia’s favourite new business concept in 2015. Since then the enquiries have been flooding in. The team have raised $500,000 from Steve Baxter and Creative Enterprise Australia to continue their growth."
Flystein,"Founded: 2015 
 Flystein is a personalized flight search service for individuals and small corporations. This self-funded startup was founded by Roman Kalyakin and Vlad Protasov who wanted to share their knowledge of flight hacking techniques to others around the world. Since their launch, they have leveraged a large team of travel hackers to satisfy over 1700 happy customers. Saving each customer an average of $250+ per trip. They have partnerships with Hacker Paradise, Terminal 3, Teleport and Embark."
BenchOn,"Founded: 2016
 BenchOn is an online Supplier Sourcing Platform that matches idle employees to short-term contracts from reputable companies. Witnessing the employee under-utilisation issue in businesses across Australia, founder Tim Walmsley set out to fix this problem. Their B2B Supplier Sourcing Platform allows businesses to put their workforce to work by matching their idle employees to short-term contracts from reputable companies. Since launching in 2016, BenchOn has signed over 200 companies, hosted $20 million worth of contracts and received Seed investment of $130,000 from investors including Blue Chilli Investment."
Folktale,"Founded: 2016
 Folktale is a mobile app that puts the power of a film director in the palm of your hand. The platform provides a marketplace that connects brands with a community of contributors by providing a fun and engaging platform for the curation and co-creation of video content. Folktale was founded by Sarah Mak, a Canadian behaviourist and David Lloyd-Lewis, an Australian filmmaker, who shared an obsession with storytelling and impact. The team has received pre-seed funding through the Blue Chilli & CCIQ’s Collaborate program as well as a grant from the University of Waterloo in Canada. Their tool is available for download in the app store."
Maxwell MRI,"Founded: 2016
 Maxwell MRI is an AI and MRI powered diagnostic test for prostate cancer. They give clinicians, researchers and companies the tools they need to accelerate the design, development, delivery of clinical diagnostics built upon medical imaging, pathology and other data. Maxwell MRI was founded in 2016 by Elliot Smith and Matthew Brown with the goal to reduce unnecessary, invasive and costly follow-on tests and improve the patient experience. By combining deep learning with modern medical imaging Maxwell MRI is set on developing a method of prostate cancer diagnosis that is faster, more accurate and more affordable, without the side effects of current methods."
Storyboard Social,"Founded: 2016
 Storyboard lets you create engaging and rich stories from your photos & videos. Storyboard’s main feature is its extremely accurate mapping function. Founder Darren Tonkin ideated his platform while retelling stories; he wanted to be able to not only share images but also visually map out where he had been. The bootstrapped business has a small team of three and won numerous awards including QUT Creative Enterprise Australia’s Creative3 Pitch, Tropical North Queensland Innovation Inspiration Award. At Creative Business Cup in Denmark Storyboard competed with the best startups across 65 countries, to take out 13th place. Storyboard is available on the App Store and Google Play."
Confeti,"Founded: 2017
 Confeti is a wedding planning startup that shows users the wedding suppliers they should talk too. Confeti was created by Paul Carr after starting a venue hire company called Zenue which helps people find cool and unusual venues for events. Pretty soon after launching Zenue, they realised the bulk of users were brides-to-be. He noticed couples were spending 10+ hours a week to find wedding inspiration but struggling to connect that with suppliers in their area. Confeti’s superpower is the machine learning tech that eliminates suppliers based on a user’s dislikes and prioritises suppliers based on their likes."
